,Five_grams,Frequency
14156,"('RD_PUNC', 'V_VM_VINF', 'N_NN', 'V_VM_VINF', 'V_VAUX')",1
14157,"('V_VM_VINF', 'N_NN', 'V_VM_VINF', 'V_VAUX', 'RD_PUNC')",1
14158,"('PR_PRP', 'N_NST', 'N_NN', 'CC_CCS', 'DM_DMQ')",1
14159,"('N_NST', 'N_NN', 'CC_CCS', 'DM_DMQ', 'V_VM_VNF')",1
14160,"('N_NN', 'CC_CCS', 'DM_DMQ', 'V_VM_VNF', 'RD_PUNC')",1
14161,"('CC_CCS', 'DM_DMQ', 'V_VM_VNF', 'RD_PUNC', 'N_NN')",1
14162,"('N_NN', 'RD_PUNC', 'N_NN', 'CC_CCS', 'V_VM_VF')",1
14163,"('RD_PUNC', 'N_NN', 'CC_CCS', 'V_VM_VF', 'RD_PUNC')",1
14164,"('V_VM_VINF', 'N_NN', 'RD_PUNC', 'CC_CCD', 'DM_DMQ')",1
14165,"('N_NN', 'RD_PUNC', 'CC_CCD', 'DM_DMQ', 'RB')",1
14166,"('RD_PUNC', 'CC_CCD', 'DM_DMQ', 'RB', 'V_VM_VF')",1
14167,"('CC_CCD', 'DM_DMQ', 'RB', 'V_VM_VF', 'RD_PUNC')",1
14168,"('CC_CCD', 'RD_PUNC', 'PR_PRP', 'N_NN', 'PR_PRP')",1
14169,"('PR_PRP', 'N_NN', 'PR_PRP', 'N_NN', 'CC_CCD')",1
14170,"('QT_QTC', 'RD_PUNC', 'DM_DMD', 'QT_QTC', 'N_NN')",1
14171,"('RD_PUNC', 'DM_DMD', 'QT_QTC', 'N_NN', 'N_NN')",1
14172,"('V_VM_VNF', 'QT_QTF', 'V_VM_VNF', 'V_VM_VNF', 'RD_PUNC')",1
14173,"('QT_QTF', 'V_VM_VNF', 'V_VM_VNF', 'RD_PUNC', 'V_VM_VNF')",1
14174,"('N_NN', 'V_VM_VNF', 'RD_PUNC', 'RP_RPD', 'PR_PRP')",1
14175,"('V_VM_VNF', 'RD_PUNC', 'RP_RPD', 'PR_PRP', 'PR_PRP')",1
14176,"('RD_PUNC', 'RP_RPD', 'PR_PRP', 'PR_PRP', 'N_NN')",1
14177,"('RP_RPD', 'PR_PRP', 'PR_PRP', 'N_NN', 'RD_PUNC')",1
14178,"('V_VM_VNF', 'RD_PUNC', 'CC_CCD', 'N_NN', 'PR_PRP')",1
14179,"('RD_PUNC', 'CC_CCD', 'N_NN', 'PR_PRP', 'N_NN')",1
14180,"('RP_RPD', 'N_NN', 'V_VM_VINF', 'N_NN', 'V_VM_VNF')",1
14181,"('V_VM_VINF', 'N_NN', 'V_VM_VNF', 'V_VM_VNF', 'DM_DMQ')",1
14182,"('DM_DMD', 'N_NN', 'RB', 'V_VM_VNF', 'RD_PUNC')",1
14183,"('RB', 'V_VM_VNF', 'RD_PUNC', 'RP_RPD', 'DM_DMQ')",1
14184,"('V_VM_VNF', 'RD_PUNC', 'RP_RPD', 'DM_DMQ', 'N_NN')",1
14185,"('RD_PUNC', 'RP_RPD', 'DM_DMQ', 'N_NN', 'V_VM_VF')",1
14186,"('DM_DMD', 'N_NN', 'PSP', 'PR_PRP', 'QT_QTF')",1
14187,"('N_NN', 'PSP', 'PR_PRP', 'QT_QTF', 'RP_CL')",1
14188,"('PSP', 'PR_PRP', 'QT_QTF', 'RP_CL', 'N_NN')",1
14189,"('PR_PRP', 'QT_QTF', 'RP_CL', 'N_NN', 'V_VM_VF')",1
14190,"('RP_RPD', 'DM_DMQ', 'PR_PRP', 'PSP', 'V_VM_VNF')",1
14191,"('DM_DMQ', 'PR_PRP', 'PSP', 'V_VM_VNF', 'V_VM_VF')",1
14192,"('PR_PRP', 'PSP', 'V_VM_VNF', 'V_VM_VF', 'RD_PUNC')",1
14193,"('QT_QTF', 'RP_CL', 'RB', 'V_VM_VNF', 'V_VAUX')",1
14194,"('RP_CL', 'RB', 'V_VM_VNF', 'V_VAUX', 'RD_PUNC')",1
14195,"('QT_QTF', 'RP_CL', 'DM_DMD', 'N_NN', 'V_VM_VNF')",1
14196,"('RP_CL', 'DM_DMD', 'N_NN', 'V_VM_VNF', 'RB')",1
14197,"('DM_DMD', 'N_NN', 'V_VM_VNF', 'RB', 'N_NN')",1
14198,"('DM_DMD', 'N_NN', 'RP_INTF', 'N_NN', 'RD_PUNC')",1
14199,"('N_NN', 'N_NN', 'RP_RPD', 'V_VM_VNF', 'CC_CCS')",1
14200,"('N_NN', 'RP_RPD', 'V_VM_VNF', 'CC_CCS', 'RD_PUNC')",1
14201,"('PR_PRP', 'N_NN', 'QT_QTF', 'N_NN', 'V_VM_VF')",1
14202,"('N_NN', 'DM_DMD', 'N_NN', 'DM_DMQ', 'V_VM_VNF')",1
14203,"('PR_PRP', 'N_NST', 'N_NN', 'DM_DMQ', 'V_VM_VNF')",1
14204,"('QT_QTF', 'RP_CL', 'N_NN', 'N_NN', 'V_VM_VNF')",1
14205,"('RP_CL', 'N_NN', 'N_NN', 'V_VM_VNF', 'V_VM_VF')",1
14206,"('CC_CCD', 'N_NN', 'V_VM_VINF', 'N_NN', 'PSP')",1
14207,"('RD_PUNC', 'N_NN', 'V_VM_VNF', 'JJ', 'RB')",1
14208,"('N_NN', 'V_VM_VNF', 'JJ', 'RB', 'V_VM_VF')",1
14209,"('N_NN', 'V_VM_VNF', 'V_VM_VNG', 'QT_QTC', 'N_NN')",1
14210,"('V_VM_VNF', 'V_VM_VNG', 'QT_QTC', 'N_NN', 'RD_PUNC')",1
14211,"('QT_QTO', 'N_NN', 'DM_DMD', 'N_NN', 'V_VM_VF')",1
14212,"('QT_QTC', 'RD_PUNC', 'N_NN', 'DM_DMQ', 'V_VM_VNF')",1
14213,"('V_VM_VNF', 'V_VM_VNF', 'N_NN', 'N_NN', 'V_VM_VNG')",1
14214,"('V_VM_VNF', 'N_NN', 'N_NN', 'V_VM_VNG', 'JJ')",1
14215,"('RD_PUNC', 'DM_DMD', 'N_NN', 'DM_DMQ', 'N_NN')",1
14216,"('DM_DMD', 'N_NN', 'DM_DMQ', 'N_NN', 'RD_PUNC')",1
14217,"('PR_PRP', 'PR_PRP', 'DM_DMQ', 'N_NN', 'V_VM_VNF')",1
14218,"('PR_PRP', 'DM_DMQ', 'N_NN', 'V_VM_VNF', 'RB')",1
14219,"('N_NN', 'V_VM_VNF', 'PR_PRP', 'RP_INTF', 'RB')",1
14220,"('RB', 'N_NN', 'V_VM_VNF', 'RD_PUNC', 'RP_INTF')",1
14221,"('N_NN', 'V_VM_VNF', 'RD_PUNC', 'RP_INTF', 'N_NN')",1
14222,"('V_VM_VNF', 'RD_PUNC', 'RP_INTF', 'N_NN', 'V_VM_VNF')",1
14223,"('RD_PUNC', 'RP_INTF', 'N_NN', 'V_VM_VNF', 'V_VAUX')",1
14224,"('N_NNP', 'RP_RPD', 'RB', 'RB', 'V_VM_VF')",1
14225,"('RP_RPD', 'RB', 'RB', 'V_VM_VF', 'RD_PUNC')",1
14226,"('N_NNP', 'N_NN', 'PSP', 'PR_PRP', 'QT_QTC')",1
14227,"('PSP', 'PR_PRP', 'QT_QTC', 'N_NN', 'V_VM_VINF')",1
14228,"('PR_PRP', 'QT_QTC', 'N_NN', 'V_VM_VINF', 'N_NN')",1
14229,"('N_NNP', 'JJ', 'N_NN', 'RP_NEG', 'RD_PUNC')",1
14230,"('CC_CCD', 'N_NNP', 'PR_PRP', 'N_NN', 'DM_DMD')",1
14231,"('N_NNP', 'PR_PRP', 'N_NN', 'DM_DMD', 'V_VM_VNF')",1
14232,"('PR_PRP', 'N_NN', 'DM_DMD', 'V_VM_VNF', 'N_NN')",1
14233,"('N_NN', 'DM_DMD', 'V_VM_VNF', 'N_NN', 'RP_INTF')",1
14234,"('DM_DMD', 'V_VM_VNF', 'N_NN', 'RP_INTF', 'JJ')",1
14235,"('V_VM_VNF', 'N_NN', 'RP_INTF', 'JJ', 'RD_PUNC')",1
14236,"('RD_PUNC', 'QT_QTC', 'JJ', 'N_NN', 'RD_PUNC')",1
14237,"('QT_QTC', 'JJ', 'N_NN', 'RD_PUNC', 'PR_PRP')",1
14238,"('JJ', 'N_NN', 'RD_PUNC', 'PR_PRP', 'DM_DMD')",1
14239,"('RD_PUNC', 'PR_PRP', 'DM_DMD', 'N_NN', 'N_NN')",1
14240,"('N_NN', 'V_VM_VNF', 'RD_PUNC', 'JJ', 'RD_PUNC')",1
14241,"('DM_DMQ', 'RP_RPD', 'DM_DMQ', 'RD_PUNC', 'N_NNP')",1
14242,"('RP_RPD', 'DM_DMQ', 'RD_PUNC', 'N_NNP', 'N_NST')",1
14243,"('DM_DMQ', 'RD_PUNC', 'N_NNP', 'N_NST', 'N_NN')",1
14244,"('RD_PUNC', 'N_NNP', 'N_NST', 'N_NN', 'V_VM_VNF')",1
14245,"('N_NNP', 'N_NST', 'N_NN', 'V_VM_VNF', 'V_VAUX')",1
14246,"('RP_RPD', 'N_NNP', 'PR_PRP', 'JJ', 'N_NN')",1
14247,"('N_NNP', 'PR_PRP', 'JJ', 'N_NN', 'V_VM_VF')",1
14248,"('RB', 'QT_QTC', 'N_NN', 'V_VM_VNF', 'V_VM_VF')",1
14249,"('DM_DMQ', 'V_VM_VNF', 'V_VM_VNF', 'V_VM_VNF', 'RD_PUNC')",1
14250,"('DM_DMQ', 'V_VM_VNF', 'DM_DMD', 'N_NN', 'RP_RPD')",1
14251,"('V_VM_VNF', 'DM_DMD', 'N_NN', 'RP_RPD', 'DM_DMD')",1
14252,"('DM_DMD', 'N_NN', 'RP_RPD', 'DM_DMD', 'N_NN')",1
14253,"('CC_CCD', 'N_NNP', 'V_VM_VINF', 'N_NN', 'RP_RPD')",1
14254,"('N_NNP', 'V_VM_VINF', 'N_NN', 'RP_RPD', 'N_NN')",1
14255,"('DM_DMD', 'N_NN', 'JJ', 'N_NN', 'N_NNP')",1
14256,"('N_NN', 'JJ', 'N_NN', 'N_NNP', 'RD_PUNC')",1
14257,"('JJ', 'N_NN', 'N_NNP', 'RD_PUNC', 'DM_DMQ')",1
14258,"('N_NN', 'N_NNP', 'RD_PUNC', 'DM_DMQ', 'RP_RPD')",1
14259,"('N_NNP', 'RD_PUNC', 'DM_DMQ', 'RP_RPD', 'DM_DMD')",1
14260,"('RP_RPD', 'DM_DMD', 'N_NN', 'PR_PRP', 'V_VM_VF')",1
14261,"('V_VM_VNF', 'PR_PRP', 'N_NN', 'RP_RPD', 'PR_PRP')",1
14262,"('RP_RPD', 'PR_PRP', 'N_NN', 'V_VM_VNF', 'V_VM_VF')",1
14263,"('N_NN', 'QT_QTC', 'N_NN', 'RP_RPD', 'V_VM_VF')",1
14264,"('DM_DMD', 'QT_QTC', 'N_NN', 'N_NN', 'DM_DMQ')",1
14265,"('QT_QTC', 'N_NN', 'N_NN', 'DM_DMQ', 'V_VM_VF')",1
14266,"('V_VM_VNF', 'RD_PUNC', 'QT_QTC', 'RD_PUNC', 'QT_QTF')",1
14267,"('QT_QTC', 'RD_PUNC', 'QT_QTF', 'N_NN', 'N_NST')",1
14268,"('RD_PUNC', 'QT_QTF', 'N_NN', 'N_NST', 'PR_PRP')",1
14269,"('QT_QTF', 'N_NN', 'N_NST', 'PR_PRP', 'V_VM_VNF')",1
14270,"('N_NN', 'N_NST', 'PR_PRP', 'V_VM_VNF', 'V_VM_VF')",1
14271,"('N_NST', 'PR_PRP', 'V_VM_VNF', 'V_VM_VF', 'RD_PUNC')",1
14272,"('DM_DMQ', 'V_VM_VNF', 'DM_DMD', 'N_NN', 'RD_PUNC')",1
14273,"('JJ', 'N_NN', 'N_NN', 'N_NNP', 'RP_INTF')",1
14274,"('N_NN', 'N_NN', 'N_NNP', 'RP_INTF', 'N_NN')",1
14275,"('N_NN', 'N_NNP', 'RP_INTF', 'N_NN', 'N_NN')",1
14276,"('N_NNP', 'RP_INTF', 'N_NN', 'N_NN', 'V_VM_VNF')",1
14277,"('N_NN', 'V_VM_VNF', 'RD_PUNC', 'N_NN', 'CC_CCS')",1
14278,"('V_VM_VNF', 'RD_PUNC', 'N_NN', 'CC_CCS', 'N_NNP')",1
14279,"('RD_PUNC', 'N_NN', 'CC_CCS', 'N_NNP', 'PR_PRP')",1
14280,"('N_NN', 'CC_CCS', 'N_NNP', 'PR_PRP', 'V_VM_VNF')",1
14281,"('CC_CCS', 'N_NNP', 'PR_PRP', 'V_VM_VNF', 'PR_PRP')",1
14282,"('N_NNP', 'PR_PRP', 'V_VM_VNF', 'PR_PRP', 'N_NST')",1
14283,"('PR_PRP', 'V_VM_VNF', 'PR_PRP', 'N_NST', 'V_VM_VF')",1
14284,"('V_VM_VNF', 'RD_PUNC', 'PR_PRP', 'V_VM_VNF', 'V_VM_VINF')",1
14285,"('RD_PUNC', 'PR_PRP', 'V_VM_VNF', 'V_VM_VINF', 'PR_PRP')",1
14286,"('PR_PRP', 'V_VM_VNF', 'V_VM_VINF', 'PR_PRP', 'V_VM_VF')",1
14287,"('V_VM_VNF', 'V_VM_VINF', 'PR_PRP', 'V_VM_VF', 'RD_PUNC')",1
14288,"('CC_CCD', 'N_NN', 'RD_PUNC', 'N_NN', 'RP_INTF')",1
14289,"('V_VM_VNG', 'RD_PUNC', 'N_NN', 'JJ', 'PR_PRP')",1
14290,"('RD_PUNC', 'N_NN', 'JJ', 'PR_PRP', 'QT_QTF')",1
14291,"('N_NN', 'JJ', 'PR_PRP', 'QT_QTF', 'N_NN')",1
14292,"('JJ', 'PR_PRP', 'QT_QTF', 'N_NN', 'V_VM_VF')",1
14293,"('V_VM_VNF', 'RD_PUNC', 'N_NN', 'CC_CCD', 'PR_PRP')",1
14294,"('RD_PUNC', 'N_NN', 'CC_CCD', 'PR_PRP', 'PR_PRP')",1
14295,"('N_NN', 'CC_CCD', 'PR_PRP', 'PR_PRP', 'V_VM_VF')",1
14296,"('CC_CCD', 'PR_PRP', 'PR_PRP', 'V_VM_VF', 'RD_PUNC')",1
14297,"('RP_RPD', 'PR_PRP', 'PR_PRP', 'N_NN', 'V_VM_VNF')",1
14298,"('PR_PRP', 'JJ', 'PR_PRP', 'PSP', 'PSP')",1
14299,"('JJ', 'PR_PRP', 'PSP', 'PSP', 'PR_PRP')",1
14300,"('PR_PRP', 'PSP', 'PSP', 'PR_PRP', 'N_NN')",1
14301,"('PSP', 'PSP', 'PR_PRP', 'N_NN', 'V_VM_VF')",1
14302,"('DM_DMD', 'N_NN', 'PR_PRP', 'RD_PUNC', 'PR_PRP')",1
14303,"('PR_PRP', 'RD_PUNC', 'PR_PRP', 'N_NN', 'RD_PUNC')",1
14304,"('RD_PUNC', 'PR_PRP', 'N_NN', 'RD_PUNC', 'PR_PRP')",1
14305,"('N_NST', 'PR_PRP', 'JJ', 'PR_PRP', 'PSP')",1
14306,"('PR_PRP', 'JJ', 'PR_PRP', 'PSP', 'V_VM_VF')",1
14307,"('JJ', 'PR_PRP', 'PSP', 'V_VM_VF', 'RD_PUNC')",1
14308,"('RD_PUNC', 'PR_PRP', 'N_NN', 'RD_PUNC', 'DM_DMQ')",1
14309,"('PR_PRP', 'N_NN', 'RD_PUNC', 'DM_DMQ', 'RP_RPD')",1
14310,"('N_NN', 'RD_PUNC', 'DM_DMQ', 'RP_RPD', 'QT_QTF')",1
14311,"('RD_PUNC', 'DM_DMQ', 'RP_RPD', 'QT_QTF', 'N_NN')",1
14312,"('DM_DMQ', 'RP_RPD', 'QT_QTF', 'N_NN', 'V_VM_VNF')",1
14313,"('RP_RPD', 'QT_QTF', 'N_NN', 'V_VM_VNF', 'N_NN')",1
14314,"('PR_PRP', 'PR_PRP', 'N_NN', 'N_NN', 'QT_QTF')",1
14315,"('PR_PRP', 'N_NN', 'N_NN', 'QT_QTF', 'V_VM_VF')",1
14316,"('JJ', 'JJ', 'N_NN', 'PSP', 'PR_PRP')",1
14317,"('N_NN', 'N_NN', 'N_NN', 'DM_DMD', 'N_NST')",1
14318,"('N_NN', 'DM_DMD', 'N_NST', 'QT_QTC', 'PR_PRP')",1
14319,"('DM_DMD', 'N_NST', 'QT_QTC', 'PR_PRP', 'V_VM_VF')",1
14320,"('N_NST', 'QT_QTC', 'PR_PRP', 'V_VM_VF', 'RD_PUNC')",1
14321,"('PR_PRP', 'V_VM_VNF', 'DM_DMQ', 'V_VM_VF', 'RD_PUNC')",1
14322,"('N_NST', 'N_NN', 'RD_PUNC', 'N_NN', 'PSP')",1
14323,"('PSP', 'V_VM_VNF', 'RD_PUNC', 'RB', 'V_VM_VNF')",1
14324,"('RD_PUNC', 'RB', 'V_VM_VNF', 'N_NN', 'RP_INTF')",1
14325,"('RB', 'V_VM_VNF', 'N_NN', 'RP_INTF', 'N_NN')",1
14326,"('PR_PRL', 'V_VM_VNF', 'V_VM_VNF', 'N_NN', 'PR_PRP')",1
14327,"('QT_QTC', 'RD_PUNC', 'DM_DMD', 'QT_QTC', 'JJ')",1
14328,"('RD_PUNC', 'DM_DMD', 'QT_QTC', 'JJ', 'PR_PRP')",1
14329,"('DM_DMD', 'QT_QTC', 'JJ', 'PR_PRP', 'PSP')",1
14330,"('QT_QTC', 'JJ', 'PR_PRP', 'PSP', 'N_NN')",1
14331,"('JJ', 'PR_PRP', 'PSP', 'N_NN', 'N_NN')",1
14332,"('PR_PRP', 'PSP', 'N_NN', 'N_NN', 'V_VM_VNF')",1
14333,"('DM_DMQ', 'RP_RPD', 'JJ', 'N_NN', 'DM_DMQ')",1
14334,"('RP_RPD', 'JJ', 'N_NN', 'DM_DMQ', 'V_VM_VNF')",1
14335,"('PR_PRP', 'N_NNP', 'N_NN', 'RP_NEG', 'RD_PUNC')",1
14336,"('PR_PRP', 'V_VM_VNF', 'DM_DMQ', 'RP_RPD', 'PR_PRP')",1
14337,"('DM_DMQ', 'RP_RPD', 'PR_PRP', 'PR_PRP', 'RB')",1
14338,"('RP_RPD', 'PR_PRP', 'PR_PRP', 'RB', 'N_NN')",1
14339,"('PR_PRP', 'N_NN', 'JJ', 'N_NN', 'PR_PRP')",1
14340,"('JJ', 'N_NN', 'PR_PRP', 'N_NN', 'PR_PRP')",1
14341,"('N_NN', 'PSP', 'PR_PRP', 'V_VM_VINF', 'JJ')",1
14342,"('PSP', 'PR_PRP', 'V_VM_VINF', 'JJ', 'N_NN')",1
14343,"('PR_PRP', 'V_VM_VINF', 'JJ', 'N_NN', 'DM_DMQ')",1
14344,"('V_VM_VINF', 'JJ', 'N_NN', 'DM_DMQ', 'RD_PUNC')",1
14345,"('N_NN', 'CC_CCS', 'V_VM_VINF', 'JJ', 'PR_PRP')",1
14346,"('CC_CCS', 'V_VM_VINF', 'JJ', 'PR_PRP', 'V_VM_VF')",1
14347,"('V_VM_VINF', 'JJ', 'PR_PRP', 'V_VM_VF', 'RD_PUNC')",1
14348,"('DM_DMD', 'N_NN', 'QT_QTF', 'JJ', 'N_NN')",1
14349,"('QT_QTF', 'JJ', 'N_NN', 'N_NN', 'V_VM_VF')",1
14350,"('QT_QTC', 'N_NN', 'PR_PRP', 'N_NN', 'RD_PUNC')",1
14351,"('PR_PRP', 'RD_PUNC', 'QT_QTC', 'RD_PUNC', 'DM_DMQ')",1
14352,"('QT_QTC', 'RD_PUNC', 'DM_DMQ', 'N_NN', 'V_VM_VNF')",1
14353,"('N_NN', 'CC_CCD', 'PR_PRP', 'DM_DMQ', 'V_VM_VNF')",1
14354,"('CC_CCD', 'PR_PRP', 'DM_DMQ', 'V_VM_VNF', 'V_VAUX')",1
14355,"('PR_PRP', 'DM_DMQ', 'V_VM_VNF', 'V_VAUX', 'RD_PUNC')",1
14356,"('PR_PRP', 'V_VM_VNF', 'N_NN', 'RD_PUNC', 'V_VM_VNF')",1
14357,"('RP_RPD', 'N_NST', 'V_VM_VINF', 'N_NN', 'N_NN')",1
14358,"('PR_PRP', 'QT_QTF', 'JJ', 'N_NN', 'RP_NEG')",1
14359,"('V_VM_VNF', 'V_VM_VNF', 'N_NN', 'RB', 'N_NN')",1
14360,"('V_VM_VNF', 'N_NN', 'RB', 'N_NN', 'V_VM_VNG')",1
14361,"('N_NN', 'RB', 'N_NN', 'V_VM_VNG', 'V_VM_VF')",1
14362,"('N_NN', 'PR_PRP', 'N_NN', 'CC_CCD', 'N_NN')",1
14363,"('PR_PRP', 'N_NN', 'CC_CCD', 'N_NN', 'PR_PRP')",1
14364,"('N_NN', 'CC_CCD', 'N_NN', 'PR_PRP', 'PR_PRP')",1
14365,"('CC_CCD', 'N_NN', 'PR_PRP', 'PR_PRP', 'V_VM_VINF')",1
14366,"('N_NN', 'PR_PRP', 'PR_PRP', 'V_VM_VINF', 'QT_QTC')",1
14367,"('PR_PRP', 'PR_PRP', 'V_VM_VINF', 'QT_QTC', 'N_NN')",1
14368,"('PR_PRP', 'V_VM_VINF', 'QT_QTC', 'N_NN', 'RB')",1
14369,"('N_NST', 'N_NN', 'N_NN', 'QT_QTF', 'QT_QTC')",1
14370,"('N_NN', 'QT_QTF', 'QT_QTC', 'N_NN', 'RD_PUNC')",1
14371,"('N_NN', 'V_VM_VNF', 'QT_QTC', 'QT_QTC', 'DM_DMD')",1
14372,"('V_VM_VNF', 'QT_QTC', 'QT_QTC', 'DM_DMD', 'QT_QTC')",1
14373,"('QT_QTC', 'QT_QTC', 'DM_DMD', 'QT_QTC', 'N_NN')",1
14374,"('QT_QTC', 'DM_DMD', 'QT_QTC', 'N_NN', 'V_VM_VF')",1
14375,"('RP_INTF', 'N_NN', 'V_VM_VNF', 'PR_PRP', 'DM_DMQ')",1
14376,"('N_NN', 'V_VM_VNF', 'PR_PRP', 'DM_DMQ', 'N_NN')",1
14377,"('V_VM_VNF', 'PR_PRP', 'DM_DMQ', 'N_NN', 'V_VM_VF')",1
14378,"('V_VM_VNF', 'N_NN', 'RD_PUNC', 'N_NST', 'PR_PRP')",1
14379,"('N_NST', 'PR_PRP', 'N_NN', 'N_NN', 'CC_CCD')",1
14380,"('N_NN', 'CC_CCD', 'N_NN', 'PR_PRP', 'V_VM_VF')",1
14381,"('QT_QTF', 'PR_PRP', 'RB', 'V_VM_VF', 'RD_PUNC')",1
14382,"('PR_PRP', 'PR_PRL', 'N_NN', 'PR_PRP', 'PSP')",1
14383,"('PR_PRL', 'N_NN', 'PR_PRP', 'PSP', 'PR_PRP')",1
14384,"('N_NN', 'PR_PRP', 'PSP', 'PR_PRP', 'N_NN')",1
14385,"('DM_DMD', 'N_NN', 'V_VM_VNF', 'RP_RPD', 'CC_CCS_UT')",1
14386,"('N_NN', 'V_VM_VNF', 'RP_RPD', 'CC_CCS_UT', 'N_NN')",1
14387,"('V_VM_VNF', 'RP_RPD', 'CC_CCS_UT', 'N_NN', 'N_NN')",1
14388,"('RP_RPD', 'CC_CCS_UT', 'N_NN', 'N_NN', 'V_VM_VNF')",1
14389,"('CC_CCS_UT', 'N_NN', 'N_NN', 'V_VM_VNF', 'N_NST')",1
14390,"('V_VM_VNF', 'N_NST', 'N_NN', 'PR_PRP', 'RP_INTF')",1
14391,"('N_NST', 'N_NN', 'PR_PRP', 'RP_INTF', 'V_VM_VNF')",1
14392,"('N_NN', 'PR_PRP', 'RP_INTF', 'V_VM_VNF', 'V_VAUX')",1
14393,"('PR_PRP', 'RP_INTF', 'V_VM_VNF', 'V_VAUX', 'RD_PUNC')",1
14394,"('PR_PRP', 'N_NN', 'PR_PRP', 'RB', 'V_VM_VF')",1
14395,"('DM_DMQ', 'V_VM_VNF', 'N_NN', 'N_NNP', 'N_NNP')",1
14396,"('N_NN', 'PR_PRP', 'RP_RPD', 'V_VM_VNF', 'CC_CCS_UT')",1
14397,"('PR_PRP', 'RP_RPD', 'V_VM_VNF', 'CC_CCS_UT', 'V_VM_VNF')",1
14398,"('RP_RPD', 'V_VM_VNF', 'CC_CCS_UT', 'V_VM_VNF', 'QT_QTF')",1
14399,"('V_VM_VNF', 'CC_CCS_UT', 'V_VM_VNF', 'QT_QTF', 'RD_PUNC')",1
14400,"('PR_PRP', 'PSP', 'V_VM_VNF', 'V_VM_VNF', 'V_VM_VNF')",1
14401,"('PSP', 'V_VM_VNF', 'V_VM_VNF', 'V_VM_VNF', 'V_VM_VNF')",1
14402,"('V_VM_VNF', 'V_VM_VNF', 'V_VM_VNF', 'V_VM_VNF', 'PR_PRP')",1
14403,"('V_VM_VNF', 'V_VM_VNF', 'V_VM_VNF', 'PR_PRP', 'N_NN')",1
14404,"('V_VM_VNF', 'PR_PRP', 'N_NN', 'V_VM_VNG', 'RP_RPD')",1
14405,"('PR_PRP', 'N_NN', 'V_VM_VNG', 'RP_RPD', 'N_NN')",1
14406,"('DM_DMQ', 'RP_RPD', 'QT_QTF', 'N_NN', 'DM_DMQ')",1
14407,"('RP_RPD', 'QT_QTF', 'N_NN', 'DM_DMQ', 'V_VM_VNF')",1
14408,"('QT_QTF', 'N_NN', 'DM_DMQ', 'V_VM_VNF', 'RD_PUNC')",1
14409,"('DM_DMQ', 'DM_DMQ', 'V_VM_VNF', 'PR_PRP', 'V_VM_VNF')",1
14410,"('DM_DMQ', 'V_VM_VNF', 'PR_PRP', 'V_VM_VNF', 'V_VM_VNF')",1
14411,"('PR_PRP', 'DM_DMQ', 'V_VM_VINF', 'N_NN', 'N_NN')",1
14412,"('DM_DMQ', 'V_VM_VINF', 'N_NN', 'N_NN', 'PR_PRP')",1
14413,"('V_VM_VINF', 'PR_PRP', 'N_NN', 'V_VM_VNF', 'JJ')",1
14414,"('V_VM_VNF', 'V_VM_VNF', 'DM_DMD', 'N_NN', 'V_VM_VNG')",1
14415,"('V_VM_VNF', 'DM_DMD', 'N_NN', 'V_VM_VNG', 'N_NN')",1
14416,"('DM_DMD', 'N_NN', 'V_VM_VNG', 'N_NN', 'PR_PRP')",1
14417,"('N_NN', 'V_VM_VNG', 'N_NN', 'PR_PRP', 'JJ')",1
14418,"('V_VM_VNG', 'N_NN', 'PR_PRP', 'JJ', 'N_NN')",1
14419,"('PR_PRP', 'JJ', 'N_NN', 'V_VM_VNF', 'V_VM_VINF')",1
14420,"('PR_PRP', 'V_VM_VINF', 'N_NN', 'V_VM_VNF', 'PR_PRP')",1
14421,"('JJ', 'N_NN', 'V_VM_VNG', 'QT_QTF', 'N_NN')",1
14422,"('JJ', 'N_NN', 'JJ', 'N_NN', 'V_VM_VNG')",1
14423,"('N_NN', 'JJ', 'N_NN', 'V_VM_VNG', 'N_NN')",1
14424,"('N_NN', 'RB', 'JJ', 'N_NN', 'JJ')",1
14425,"('RB', 'JJ', 'N_NN', 'JJ', 'N_NN')",1
14426,"('V_VM_VNF', 'N_NN', 'V_VM_VNF', 'V_VAUX', 'CC_CCS_UT')",1
14427,"('N_NN', 'V_VM_VNF', 'V_VAUX', 'CC_CCS_UT', 'PR_PRP')",1
14428,"('V_VM_VNF', 'V_VAUX', 'CC_CCS_UT', 'PR_PRP', 'N_NN')",1
14429,"('V_VAUX', 'CC_CCS_UT', 'PR_PRP', 'N_NN', 'V_VM_VF')",1
14430,"('RP_RPD', 'QT_QTF', 'RP_CL', 'N_NN', 'V_VM_VF')",1
14431,"('RD_PUNC', 'N_NN', 'N_NN', 'DM_DMQ', 'V_VM_VF')",1
14432,"('PR_PRP', 'N_NN', 'PSP', 'N_NN', 'V_VM_VF')",1
14433,"('PR_PRP', 'V_VM_VINF', 'PR_PRP', 'N_NN', 'V_VM_VNG')",1
14434,"('V_VM_VINF', 'PR_PRP', 'N_NN', 'V_VM_VNG', 'V_VAUX')",1
14435,"('PR_PRP', 'N_NN', 'V_VM_VNG', 'V_VAUX', 'RD_PUNC')",1
14436,"('JJ', 'JJ', 'N_NN', 'V_VM_VNF', 'V_VM_VF')",1
14437,"('N_NN', 'RD_PUNC', 'N_NN', 'PR_PRP', 'N_NNP')",1
